long_name,frases,embedding_index
juan pablo cozzani,juan pablo cozzani pertenece al club lanus,16088
juan pablo cozzani,juan pablo cozzani juega con la camiseta número 12,16089
lionel alejandro nicolas laborda,"lionel alejandro nicolas laborda juega como mediocampista ofensivo, mediocampista central en arsenal de sarandi",16090
lionel alejandro nicolas laborda,lionel alejandro nicolas laborda nació el 1999-03-03,16091
lionel alejandro nicolas laborda,Mide 164 cm y pesa 60 kg,16092
lionel alejandro nicolas laborda,Su pierna hábil es la izquierda,16093
lionel alejandro nicolas laborda,Su posición principal en el club es reserva,16094
lionel alejandro nicolas laborda,Es de nacionalidad argentina,16095
lionel alejandro nicolas laborda,Su número en el club es 56,16096
lionel alejandro nicolas laborda,En la selección juega como no convocado,16097
lionel alejandro nicolas laborda,lionel alejandro nicolas laborda pertenece al club arsenal de sarandi,16098
lionel alejandro nicolas laborda,lionel alejandro nicolas laborda juega con la camiseta número 56,16099
nahuel arena,"nahuel arena juega como defensor central, lateral derecho en godoy cruz",16100
nahuel arena,nahuel arena nació el 1998-06-02,16101
nahuel arena,Mide 183 cm y pesa 67 kg,16102
nahuel arena,Su pierna hábil es la derecha,16103
nahuel arena,Su posición principal en el club es reserva,16104
nahuel arena,Es de nacionalidad argentina,16105
nahuel arena,Su número en el club es 34,16106
nahuel arena,En la selección juega como no convocado,16107
nahuel arena,nahuel arena pertenece al club godoy cruz,16108
nahuel arena,nahuel arena juega con la camiseta número 34,16109
federico vietto,federico vietto juega como delantero en patronato,16110
federico vietto,federico vietto nació el 1998-01-01,16111
federico vietto,Mide 179 cm y pesa 66 kg,16112
federico vietto,Su pierna hábil es la derecha,16113
federico vietto,Su posición principal en el club es reserva,16114
federico vietto,Es de nacionalidad argentina,16115
federico vietto,Su número en el club es 99,16116
federico vietto,En la selección juega como no convocado,16117
federico vietto,federico vietto pertenece al club patronato,16118
federico vietto,federico vietto juega con la camiseta número 99,16119
felipe nicolas di lena,felipe nicolas di lena juega como lateral izquierdo en velez sarsfield,16120
felipe nicolas di lena,felipe nicolas di lena nació el 2001-05-08,16121
felipe nicolas di lena,Mide 172 cm y pesa 65 kg,16122
felipe nicolas di lena,Su pierna hábil es la izquierda,16123
felipe nicolas di lena,Su posición principal en el club es reserva,16124
felipe nicolas di lena,Es de nacionalidad argentina,16125
felipe nicolas di lena,Su número en el club es 33,16126
felipe nicolas di lena,En la selección juega como no convocado,16127
felipe nicolas di lena,felipe nicolas di lena pertenece al club velez sarsfield,16128
felipe nicolas di lena,felipe nicolas di lena juega con la camiseta número 33,16129
carlos raul olses quijada,carlos raul olses quijada juega como arquero en racing club,16130
carlos raul olses quijada,carlos raul olses quijada nació el 2000-09-21,16131
carlos raul olses quijada,Mide 193 cm y pesa 78 kg,16132
carlos raul olses quijada,Su pierna hábil es la derecha,16133
carlos raul olses quijada,Su posición principal en el club es reserva,16134
carlos raul olses quijada,Es de nacionalidad venezuela,16135
carlos raul olses quijada,Su número en el club es 34,16136
carlos raul olses quijada,En la selección juega como no convocado,16137
carlos raul olses quijada,carlos raul olses quijada pertenece al club racing club,16138
carlos raul olses quijada,carlos raul olses quijada juega con la camiseta número 34,16139
fernando matias benitez,"fernando matias benitez juega como extremo derecho, extremo izquierdo en river plate",16140
fernando matias benitez,fernando matias benitez nació el 2000-11-13,16141
fernando matias benitez,Mide 168 cm y pesa 72 kg,16142
fernando matias benitez,Su pierna hábil es la derecha,16143
fernando matias benitez,Su posición principal en el club es reserva,16144
fernando matias benitez,Es de nacionalidad argentina,16145
fernando matias benitez,Su número en el club es 41,16146
fernando matias benitez,En la selección juega como no convocado,16147
fernando matias benitez,fernando matias benitez pertenece al club river plate,16148
fernando matias benitez,fernando matias benitez juega con la camiseta número 41,16149
juan cruz franzoni,juan cruz franzoni juega como delantero en patronato,16150
juan cruz franzoni,juan cruz franzoni nació el 1990-10-17,16151
juan cruz franzoni,Mide 180 cm y pesa 75 kg,16152
juan cruz franzoni,Su pierna hábil es la derecha,16153
juan cruz franzoni,Su posición principal en el club es reserva,16154
juan cruz franzoni,Es de nacionalidad argentina,16155
juan cruz franzoni,Su número en el club es 27,16156
juan cruz franzoni,En la selección juega como no convocado,16157
juan cruz franzoni,juan cruz franzoni pertenece al club patronato,16158
juan cruz franzoni,juan cruz franzoni juega con la camiseta número 27,16159
juan francisco galetto,juan francisco galetto juega como lateral derecho en patronato,16160
juan francisco galetto,juan francisco galetto nació el 1996-09-05,16161
juan francisco galetto,Mide 178 cm y pesa 70 kg,16162
juan francisco galetto,Su pierna hábil es la derecha,16163
juan francisco galetto,Su posición principal en el club es reserva,16164
juan francisco galetto,Es de nacionalidad argentina,16165
juan francisco galetto,Su número en el club es 35,16166
juan francisco galetto,En la selección juega como no convocado,16167
juan francisco galetto,juan francisco galetto pertenece al club patronato,16168
juan francisco galetto,juan francisco galetto juega con la camiseta número 35,16169
luciano fabian vera,"luciano fabian vera juega como lateral izquierdo, lateral derecho en river plate",16170
luciano fabian vera,luciano fabian vera nació el 2002-02-09,16171
luciano fabian vera,Mide 167 cm y pesa 61 kg,16172
luciano fabian vera,Su pierna hábil es la derecha,16173
luciano fabian vera,Su posición principal en el club es reserva,16174
luciano fabian vera,Es de nacionalidad argentina,16175
luciano fabian vera,Su número en el club es 43,16176
luciano fabian vera,En la selección juega como no convocado,16177
luciano fabian vera,luciano fabian vera pertenece al club river plate,16178
luciano fabian vera,luciano fabian vera juega con la camiseta número 43,16179
facundo pardo,facundo pardo juega como lateral derecho en newell's old boys,16180
facundo pardo,facundo pardo nació el 1998-05-08,16181
facundo pardo,Mide 180 cm y pesa 74 kg,16182
facundo pardo,Su pierna hábil es la derecha,16183
facundo pardo,Su posición principal en el club es reserva,16184
facundo pardo,Es de nacionalidad argentina,16185
facundo pardo,Su número en el club es 88,16186
facundo pardo,En la selección juega como no convocado,16187
facundo pardo,facundo pardo pertenece al club newell's old boys,16188
facundo pardo,facundo pardo juega con la camiseta número 88,16189
lisandro agustin cabrera,lisandro agustin cabrera juega como delantero en newell's old boys,16190
lisandro agustin cabrera,lisandro agustin cabrera nació el 1998-01-04,16191
lisandro agustin cabrera,Mide 182 cm y pesa 70 kg,16192
lisandro agustin cabrera,Su pierna hábil es la derecha,16193
lisandro agustin cabrera,Su posición principal en el club es reserva,16194
lisandro agustin cabrera,Es de nacionalidad argentina,16195
lisandro agustin cabrera,Su número en el club es 18,16196
lisandro agustin cabrera,En la selección juega como no convocado,16197
lisandro agustin cabrera,lisandro agustin cabrera pertenece al club newell's old boys,16198
lisandro agustin cabrera,lisandro agustin cabrera juega con la camiseta número 18,16199
joaquin mateo garcia,"joaquin mateo garcia juega como delantero, mediocampista ofensivo en godoy cruz",16200
joaquin mateo garcia,joaquin mateo garcia nació el 1997-08-05,16201
joaquin mateo garcia,Mide 169 cm y pesa 64 kg,16202
joaquin mateo garcia,Su pierna hábil es la izquierda,16203
joaquin mateo garcia,Su posición principal en el club es reserva,16204
joaquin mateo garcia,Es de nacionalidad argentina,16205
joaquin mateo garcia,Su número en el club es 45,16206
joaquin mateo garcia,En la selección juega como no convocado,16207
joaquin mateo garcia,joaquin mateo garcia pertenece al club godoy cruz,16208
joaquin mateo garcia,joaquin mateo garcia juega con la camiseta número 45,16209
martin lombardi,martin lombardi juega como mediocampista ofensivo en river plate,16210
martin lombardi,martin lombardi nació el 2001-08-29,16211
martin lombardi,Mide 173 cm y pesa 65 kg,16212
martin lombardi,Su pierna hábil es la izquierda,16213
martin lombardi,Su posición principal en el club es reserva,16214
martin lombardi,Es de nacionalidad argentina,16215
martin lombardi,Su número en el club es 31,16216
martin lombardi,En la selección juega como no convocado,16217
martin lombardi,martin lombardi pertenece al club river plate,16218
martin lombardi,martin lombardi juega con la camiseta número 31,16219
matias escudero,matias escudero juega como lateral derecho en racing club,16220
matias escudero,matias escudero nació el 1998-12-27,16221
matias escudero,Mide 175 cm y pesa 68 kg,16222
matias escudero,Su pierna hábil es la derecha,16223
matias escudero,Su posición principal en el club es reserva,16224
matias escudero,Es de nacionalidad argentina,16225
matias escudero,Su número en el club es 44,16226
matias escudero,En la selección juega como no convocado,16227
matias escudero,matias escudero pertenece al club racing club,16228
matias escudero,matias escudero juega con la camiseta número 44,16229
thomas damian amilivia,thomas damian amilivia juega como delantero en argentinos juniors,16230
thomas damian amilivia,thomas damian amilivia nació el 1998-07-13,16231
thomas damian amilivia,Mide 179 cm y pesa 74 kg,16232
thomas damian amilivia,Su pierna hábil es la izquierda,16233
thomas damian amilivia,Su posición principal en el club es reserva,16234
thomas damian amilivia,Es de nacionalidad argentina,16235
thomas damian amilivia,Su número en el club es 32,16236
thomas damian amilivia,En la selección juega como no convocado,16237
thomas damian amilivia,thomas damian amilivia pertenece al club argentinos juniors,16238
thomas damian amilivia,thomas damian amilivia juega con la camiseta número 32,16239
jonathan german chacon,jonathan german chacon juega como defensor central en gimnasia la plata,16240
jonathan german chacon,jonathan german chacon nació el 1998-02-27,16241
jonathan german chacon,Mide 190 cm y pesa 75 kg,16242
jonathan german chacon,Su pierna hábil es la derecha,16243
jonathan german chacon,Su posición principal en el club es reserva,16244
jonathan german chacon,Es de nacionalidad argentina,16245
jonathan german chacon,Su número en el club es 38,16246
jonathan german chacon,En la selección juega como no convocado,16247
jonathan german chacon,jonathan german chacon pertenece al club gimnasia la plata,16248
jonathan german chacon,jonathan german chacon juega con la camiseta número 38,16249
gonzalo javier rodriguez,gonzalo javier rodriguez juega como defensor central en san lorenzo,16250
gonzalo javier rodriguez,gonzalo javier rodriguez nació el 1984-04-10,16251
gonzalo javier rodriguez,Mide 182 cm y pesa 79 kg,16252
gonzalo javier rodriguez,Su pierna hábil es la derecha,16253
gonzalo javier rodriguez,Su posición principal en el club es suplente,16254
gonzalo javier rodriguez,Es de nacionalidad argentina,16255
gonzalo javier rodriguez,Su número en el club es 2,16256
gonzalo javier rodriguez,En la selección juega como no convocado,16257
gonzalo javier rodriguez,gonzalo javier rodriguez pertenece al club san lorenzo,16258
gonzalo javier rodriguez,gonzalo javier rodriguez juega con la camiseta número 2,16259
walter saul andrade,walter saul andrade juega como defensor central en patronato,16260
walter saul andrade,walter saul andrade nació el 1984-12-01,16261
walter saul andrade,Mide 190 cm y pesa 86 kg,16262
walter saul andrade,Su pierna hábil es la derecha,16263
walter saul andrade,Su posición principal en el club es suplente,16264
walter saul andrade,Es de nacionalidad argentina,16265
walter saul andrade,Su número en el club es 2,16266
walter saul andrade,En la selección juega como no convocado,16267
walter saul andrade,walter saul andrade pertenece al club patronato,16268
walter saul andrade,walter saul andrade juega con la camiseta número 2,16269
gaston nicolas fernandez,"gaston nicolas fernandez juega como mediocampista ofensivo, delantero, extremo izquierdo en estudiantes",16270
gaston nicolas fernandez,gaston nicolas fernandez nació el 1983-10-12,16271
gaston nicolas fernandez,Mide 171 cm y pesa 70 kg,16272
gaston nicolas fernandez,Su pierna hábil es la derecha,16273
gaston nicolas fernandez,Su posición principal en el club es suplente,16274
gaston nicolas fernandez,Es de nacionalidad argentina,16275
gaston nicolas fernandez,Su número en el club es 10,16276
gaston nicolas fernandez,En la selección juega como no convocado,16277
gaston nicolas fernandez,gaston nicolas fernandez pertenece al club estudiantes,16278
gaston nicolas fernandez,gaston nicolas fernandez juega con la camiseta número 10,16279
mauricio alejandro tevez,"mauricio alejandro tevez juega como extremo derecho, delantero en newell's old boys",16280
mauricio alejandro tevez,mauricio alejandro tevez nació el 1996-07-31,16281
mauricio alejandro tevez,Mide 170 cm y pesa 69 kg,16282
mauricio alejandro tevez,Su pierna hábil es la derecha,16283
mauricio alejandro tevez,Su posición principal en el club es reserva,16284
mauricio alejandro tevez,Es de nacionalidad argentina,16285
mauricio alejandro tevez,Su número en el club es 27,16286
mauricio alejandro tevez,En la selección juega como no convocado,16287
mauricio alejandro tevez,mauricio alejandro tevez pertenece al club newell's old boys,16288
mauricio alejandro tevez,mauricio alejandro tevez juega con la camiseta número 27,16289
jose luis rodriguez bebanz,jose luis rodriguez bebanz juega como lateral derecho en racing club,16290
jose luis rodriguez bebanz,jose luis rodriguez bebanz nació el 1997-03-14,16291
jose luis rodriguez bebanz,Mide 183 cm y pesa 74 kg,16292
jose luis rodriguez bebanz,Su pierna hábil es la derecha,16293
jose luis rodriguez bebanz,Su posición principal en el club es reserva,16294
jose luis rodriguez bebanz,Es de nacionalidad uruguay,16295
jose luis rodriguez bebanz,Su número en el club es 17,16296
jose luis rodriguez bebanz,En la selección juega como no convocado,16297
jose luis rodriguez bebanz,jose luis rodriguez bebanz pertenece al club racing club,16298
jose luis rodriguez bebanz,jose luis rodriguez bebanz juega con la camiseta número 17,16299
joaquin manuel aylagas,joaquin manuel aylagas juega como arquero en colon,16300
joaquin manuel aylagas,joaquin manuel aylagas nació el 1996-03-15,16301
joaquin manuel aylagas,Mide 188 cm y pesa 85 kg,16302
joaquin manuel aylagas,Su pierna hábil es la derecha,16303
joaquin manuel aylagas,Su posición principal en el club es reserva,16304
joaquin manuel aylagas,Es de nacionalidad argentina,16305
joaquin manuel aylagas,Su número en el club es 37,16306
joaquin manuel aylagas,En la selección juega como no convocado,16307
joaquin manuel aylagas,joaquin manuel aylagas pertenece al club colon,16308
joaquin manuel aylagas,joaquin manuel aylagas juega con la camiseta número 37,16309
alessio ezequiel naim ham,"alessio ezequiel naim ham juega como mediocampista central, mediocampista defensivo en argentinos juniors",16310
alessio ezequiel naim ham,alessio ezequiel naim ham nació el 1994-03-10,16311
alessio ezequiel naim ham,Mide 174 cm y pesa 67 kg,16312
alessio ezequiel naim ham,Su pierna hábil es la derecha,16313
alessio ezequiel naim ham,Su posición principal en el club es reserva,16314
alessio ezequiel naim ham,Es de nacionalidad argentina,16315
alessio ezequiel naim ham,Su número en el club es 25,16316
alessio ezequiel naim ham,En la selección juega como no convocado,16317
alessio ezequiel naim ham,alessio ezequiel naim ham pertenece al club argentinos juniors,16318
alessio ezequiel naim ham,alessio ezequiel naim ham juega con la camiseta número 25,16319
gaston claudio gimenez,"gaston claudio gimenez juega como mediocampista central, mediocampista defensivo, defensor central en velez sarsfield",16320
gaston claudio gimenez,gaston claudio gimenez nació el 1991-07-27,16321
gaston claudio gimenez,Mide 188 cm y pesa 83 kg,16322
gaston claudio gimenez,Su pierna hábil es la izquierda,16323
gaston claudio gimenez,Su posición principal en el club es mediocentro izquierdo,16324
gaston claudio gimenez,Es de nacionalidad argentina,16325
gaston claudio gimenez,Su número en el club es 30,16326
gaston claudio gimenez,En la selección juega como no convocado,16327
gaston claudio gimenez,gaston claudio gimenez pertenece al club velez sarsfield,16328
gaston claudio gimenez,gaston claudio gimenez juega con la camiseta número 30,16329
ignacio santiago aliseda,"ignacio santiago aliseda juega como extremo izquierdo, extremo derecho, delantero en defensa y justicia",16330
ignacio santiago aliseda,ignacio santiago aliseda nació el 2000-03-14,16331
ignacio santiago aliseda,Mide 169 cm y pesa 69 kg,16332
ignacio santiago aliseda,Su pierna hábil es la derecha,16333
ignacio santiago aliseda,Su posición principal en el club es suplente,16334
ignacio santiago aliseda,Es de nacionalidad argentina,16335
ignacio santiago aliseda,Su número en el club es 32,16336
ignacio santiago aliseda,En la selección juega como no convocado,16337
ignacio santiago aliseda,ignacio santiago aliseda pertenece al club defensa y justicia,16338
ignacio santiago aliseda,ignacio santiago aliseda juega con la camiseta número 32,16339
yeimar pastor gomez andrade,yeimar pastor gomez andrade juega como defensor central en union santa fe,16340
yeimar pastor gomez andrade,yeimar pastor gomez andrade nació el 1992-06-30,16341
yeimar pastor gomez andrade,Mide 187 cm y pesa 92 kg,16342
yeimar pastor gomez andrade,Su pierna hábil es la derecha,16343
yeimar pastor gomez andrade,Su posición principal en el club es defensor central derecho,16344
yeimar pastor gomez andrade,Es de nacionalidad colombia,16345
yeimar pastor gomez andrade,Su número en el club es 28,16346
yeimar pastor gomez andrade,En la selección juega como no convocado,16347
yeimar pastor gomez andrade,yeimar pastor gomez andrade pertenece al club union santa fe,16348
yeimar pastor gomez andrade,yeimar pastor gomez andrade juega con la camiseta número 28,16349
alexis mac allister,"alexis mac allister juega como mediocampista ofensivo, extremo izquierdo, mediocampista central en boca juniors",16350
alexis mac allister,alexis mac allister nació el 1998-12-24,16351
alexis mac allister,Mide 174 cm y pesa 72 kg,16352
alexis mac allister,Su pierna hábil es la derecha,16353
alexis mac allister,Su posición principal en el club es mediocampista izquierdo,16354
alexis mac allister,Es de nacionalidad argentina,16355
alexis mac allister,Su número en el club es 8,16356
alexis mac allister,En la selección juega como suplente,16357
alexis mac allister,alexis mac allister pertenece al club boca juniors,16358
alexis mac allister,alexis mac allister juega con la camiseta número 8,16359
alvaro daniel pereira barragan,alvaro daniel pereira barragan juega como lateral izquierdo en estudiantes,16360
alvaro daniel pereira barragan,alvaro daniel pereira barragan nació el 1985-11-28,16361
alvaro daniel pereira barragan,Mide 180 cm y pesa 78 kg,16362
alvaro daniel pereira barragan,Su pierna hábil es la izquierda,16363
alvaro daniel pereira barragan,Su posición principal en el club es reserva,16364
alvaro daniel pereira barragan,Es de nacionalidad uruguay,16365
alvaro daniel pereira barragan,Su número en el club es 13,16366
alvaro daniel pereira barragan,En la selección juega como no convocado,16367
alvaro daniel pereira barragan,alvaro daniel pereira barragan pertenece al club estudiantes,16368
alvaro daniel pereira barragan,alvaro daniel pereira barragan juega con la camiseta número 13,16369
erik fernando godoy,erik fernando godoy juega como defensor central en colon,16370
erik fernando godoy,erik fernando godoy nació el 1993-08-16,16371
erik fernando godoy,Mide 185 cm y pesa 79 kg,16372
erik fernando godoy,Su pierna hábil es la derecha,16373
erik fernando godoy,Su posición principal en el club es suplente,16374
erik fernando godoy,Es de nacionalidad argentina,16375
erik fernando godoy,Su número en el club es 38,16376
erik fernando godoy,En la selección juega como no convocado,16377
erik fernando godoy,erik fernando godoy pertenece al club colon,16378
erik fernando godoy,erik fernando godoy juega con la camiseta número 38,16379
franco nicolas quiroz,franco nicolas quiroz juega como lateral izquierdo en colon,16380
franco nicolas quiroz,franco nicolas quiroz nació el 1998-05-11,16381
franco nicolas quiroz,Mide 177 cm y pesa 75 kg,16382
franco nicolas quiroz,Su pierna hábil es la izquierda,16383
franco nicolas quiroz,Su posición principal en el club es reserva,16384
franco nicolas quiroz,Es de nacionalidad argentina,16385
franco nicolas quiroz,Su número en el club es 16,16386
franco nicolas quiroz,En la selección juega como no convocado,16387
franco nicolas quiroz,franco nicolas quiroz pertenece al club colon,16388
franco nicolas quiroz,franco nicolas quiroz juega con la camiseta número 16,16389
lucas ariel campana,lucas ariel campana juega como delantero en huracan,16390
lucas ariel campana,lucas ariel campana nació el 1993-03-03,16391
lucas ariel campana,Mide 181 cm y pesa 75 kg,16392
lucas ariel campana,Su pierna hábil es la derecha,16393
lucas ariel campana,Su posición principal en el club es suplente,16394
lucas ariel campana,Es de nacionalidad argentina,16395
lucas ariel campana,Su número en el club es 32,16396
lucas ariel campana,En la selección juega como no convocado,16397
lucas ariel campana,lucas ariel campana pertenece al club huracan,16398
lucas ariel campana,lucas ariel campana juega con la camiseta número 32,16399
daniel hernan opazo,daniel hernan opazo juega como delantero en newell's old boys,16400
daniel hernan opazo,daniel hernan opazo nació el 1996-11-11,16401
daniel hernan opazo,Mide 178 cm y pesa 75 kg,16402
daniel hernan opazo,Su pierna hábil es la derecha,16403
daniel hernan opazo,Su posición principal en el club es suplente,16404
daniel hernan opazo,Es de nacionalidad argentina,16405
daniel hernan opazo,Su número en el club es 39,16406
daniel hernan opazo,En la selección juega como no convocado,16407
daniel hernan opazo,daniel hernan opazo pertenece al club newell's old boys,16408
daniel hernan opazo,daniel hernan opazo juega con la camiseta número 39,16409
gonzalo alejandro jara reyes,gonzalo alejandro jara reyes juega como defensor central en estudiantes,16410
gonzalo alejandro jara reyes,gonzalo alejandro jara reyes nació el 1985-08-29,16411
gonzalo alejandro jara reyes,Mide 178 cm y pesa 77 kg,16412
gonzalo alejandro jara reyes,Su pierna hábil es la derecha,16413
gonzalo alejandro jara reyes,Su posición principal en el club es suplente,16414
gonzalo alejandro jara reyes,Es de nacionalidad chile,16415
gonzalo alejandro jara reyes,Su número en el club es 18,16416
gonzalo alejandro jara reyes,En la selección juega como no convocado,16417
gonzalo alejandro jara reyes,gonzalo alejandro jara reyes pertenece al club estudiantes,16418
gonzalo alejandro jara reyes,gonzalo alejandro jara reyes juega con la camiseta número 18,16419
gonzalo agustin lamardo,"gonzalo agustin lamardo juega como mediocampista central, mediocampista izquierdo en boca juniors",16420
gonzalo agustin lamardo,gonzalo agustin lamardo nació el 1997-04-25,16421
gonzalo agustin lamardo,Mide 167 cm y pesa 67 kg,16422
gonzalo agustin lamardo,Su pierna hábil es la derecha,16423
gonzalo agustin lamardo,Su posición principal en el club es reserva,16424
gonzalo agustin lamardo,Es de nacionalidad argentina,16425
gonzalo agustin lamardo,Su número en el club es 33,16426
gonzalo agustin lamardo,En la selección juega como no convocado,16427
gonzalo agustin lamardo,gonzalo agustin lamardo pertenece al club boca juniors,16428
gonzalo agustin lamardo,gonzalo agustin lamardo juega con la camiseta número 33,16429
lucas ariel villarruel,"lucas ariel villarruel juega como mediocampista central, mediocampista defensivo en newell's old boys",16430
lucas ariel villarruel,lucas ariel villarruel nació el 1990-11-13,16431
lucas ariel villarruel,Mide 173 cm y pesa 74 kg,16432
lucas ariel villarruel,Su pierna hábil es la derecha,16433
lucas ariel villarruel,Su posición principal en el club es suplente,16434
lucas ariel villarruel,Es de nacionalidad argentina,16435
lucas ariel villarruel,Su número en el club es 26,16436
lucas ariel villarruel,En la selección juega como no convocado,16437
lucas ariel villarruel,lucas ariel villarruel pertenece al club newell's old boys,16438
lucas ariel villarruel,lucas ariel villarruel juega con la camiseta número 26,16439
diego nunez,"diego nunez juega como mediocampista ofensivo, mediocampista central en arsenal de sarandi",16440
diego nunez,diego nunez nació el 1990-02-10,16441
diego nunez,Mide 176 cm y pesa 72 kg,16442
diego nunez,Su pierna hábil es la derecha,16443
diego nunez,Su posición principal en el club es suplente,16444
diego nunez,Es de nacionalidad argentina,16445
diego nunez,Su número en el club es 39,16446
diego nunez,En la selección juega como no convocado,16447
diego nunez,diego nunez pertenece al club arsenal de sarandi,16448
diego nunez,diego nunez juega con la camiseta número 39,16449
gonzalo ignacio di renzo,"gonzalo ignacio di renzo juega como extremo derecho, extremo izquierdo en lanus",16450
gonzalo ignacio di renzo,gonzalo ignacio di renzo nació el 1995-12-30,16451
gonzalo ignacio di renzo,Mide 181 cm y pesa 74 kg,16452
gonzalo ignacio di renzo,Su pierna hábil es la derecha,16453
gonzalo ignacio di renzo,Su posición principal en el club es suplente,16454
gonzalo ignacio di renzo,Es de nacionalidad argentina,16455
gonzalo ignacio di renzo,Su número en el club es 27,16456
gonzalo ignacio di renzo,En la selección juega como no convocado,16457
gonzalo ignacio di renzo,gonzalo ignacio di renzo pertenece al club lanus,16458
gonzalo ignacio di renzo,gonzalo ignacio di renzo juega con la camiseta número 27,16459
lucas coyette,"lucas coyette juega como mediocampista ofensivo, mediocampista central en defensa y justicia",16460
lucas coyette,lucas coyette nació el 1998-05-22,16461
lucas coyette,Mide 169 cm y pesa 63 kg,16462
lucas coyette,Su pierna hábil es la izquierda,16463
lucas coyette,Su posición principal en el club es reserva,16464
lucas coyette,Es de nacionalidad argentina,16465
lucas coyette,Su número en el club es 27,16466
lucas coyette,En la selección juega como no convocado,16467
lucas coyette,lucas coyette pertenece al club defensa y justicia,16468
lucas coyette,lucas coyette juega con la camiseta número 27,16469
gonzalo pablo castellani,"gonzalo pablo castellani juega como mediocampista central, mediocampista ofensivo, mediocampista defensivo en atletico tucuman",16470
gonzalo pablo castellani,gonzalo pablo castellani nació el 1987-08-10,16471
gonzalo pablo castellani,Mide 183 cm y pesa 75 kg,16472
gonzalo pablo castellani,Su pierna hábil es la derecha,16473
gonzalo pablo castellani,Su posición principal en el club es mediocampista ofensivo,16474
gonzalo pablo castellani,Es de nacionalidad argentina,16475
gonzalo pablo castellani,Su número en el club es 10,16476
gonzalo pablo castellani,En la selección juega como no convocado,16477
gonzalo pablo castellani,gonzalo pablo castellani pertenece al club atletico tucuman,16478
gonzalo pablo castellani,gonzalo pablo castellani juega con la camiseta número 10,16479
julio cesar gonzalez trinidad,"julio cesar gonzalez trinidad juega como lateral derecho, defensor central en defensa y justicia",16480
julio cesar gonzalez trinidad,julio cesar gonzalez trinidad nació el 1992-06-28,16481
julio cesar gonzalez trinidad,Mide 177 cm y pesa 73 kg,16482
julio cesar gonzalez trinidad,Su pierna hábil es la derecha,16483
julio cesar gonzalez trinidad,Su posición principal en el club es lateral derecho,16484
julio cesar gonzalez trinidad,Es de nacionalidad paraguay,16485
julio cesar gonzalez trinidad,Su número en el club es 4,16486
julio cesar gonzalez trinidad,En la selección juega como no convocado,16487
julio cesar gonzalez trinidad,julio cesar gonzalez trinidad pertenece al club defensa y justicia,16488
julio cesar gonzalez trinidad,julio cesar gonzalez trinidad juega con la camiseta número 4,16489
ribair rodriguez perez,"ribair rodriguez perez juega como mediocampista defensivo, mediocampista central, defensor central en newell's old boys",16490
ribair rodriguez perez,ribair rodriguez perez nació el 1987-10-04,16491
ribair rodriguez perez,Mide 183 cm y pesa 87 kg,16492
ribair rodriguez perez,Su pierna hábil es la derecha,16493
ribair rodriguez perez,Su posición principal en el club es reserva,16494
ribair rodriguez perez,Es de nacionalidad uruguay,16495
ribair rodriguez perez,Su número en el club es 5,16496
ribair rodriguez perez,En la selección juega como no convocado,16497
ribair rodriguez perez,ribair rodriguez perez pertenece al club newell's old boys,16498
ribair rodriguez perez,ribair rodriguez perez juega con la camiseta número 5,16499
manuel ignacio de iriondo,"manuel ignacio de iriondo juega como mediocampista defensivo, mediocampista central en union santa fe",16500
manuel ignacio de iriondo,manuel ignacio de iriondo nació el 1993-05-06,16501
manuel ignacio de iriondo,Mide 179 cm y pesa 75 kg,16502
manuel ignacio de iriondo,Su pierna hábil es la derecha,16503
manuel ignacio de iriondo,Su posición principal en el club es suplente,16504
manuel ignacio de iriondo,Es de nacionalidad argentina,16505
manuel ignacio de iriondo,Su número en el club es 23,16506
manuel ignacio de iriondo,En la selección juega como no convocado,16507
manuel ignacio de iriondo,manuel ignacio de iriondo pertenece al club union santa fe,16508
manuel ignacio de iriondo,manuel ignacio de iriondo juega con la camiseta número 23,16509
emanuel adrian biancucchi,"emanuel adrian biancucchi juega como mediocampista ofensivo, delantero centro en newell's old boys",16510
emanuel adrian biancucchi,emanuel adrian biancucchi nació el 1988-07-28,16511
emanuel adrian biancucchi,Mide 177 cm y pesa 65 kg,16512
emanuel adrian biancucchi,Su pierna hábil es la izquierda,16513
emanuel adrian biancucchi,Su posición principal en el club es reserva,16514
emanuel adrian biancucchi,Es de nacionalidad argentina,16515
emanuel adrian biancucchi,Su número en el club es 17,16516
emanuel adrian biancucchi,En la selección juega como no convocado,16517
emanuel adrian biancucchi,emanuel adrian biancucchi pertenece al club newell's old boys,16518
emanuel adrian biancucchi,emanuel adrian biancucchi juega con la camiseta número 17,16519
gonzalo rehak,gonzalo rehak juega como arquero en independiente,16520
gonzalo rehak,gonzalo rehak nació el 1993-04-11,16521
gonzalo rehak,Mide 181 cm y pesa 69 kg,16522
gonzalo rehak,Su pierna hábil es la derecha,16523
gonzalo rehak,Su posición principal en el club es reserva,16524
gonzalo rehak,Es de nacionalidad argentina,16525
gonzalo rehak,Su número en el club es 1,16526
gonzalo rehak,En la selección juega como no convocado,16527
gonzalo rehak,gonzalo rehak pertenece al club independiente,16528
gonzalo rehak,gonzalo rehak juega con la camiseta número 1,16529
jose luis sinisterra castillo,"jose luis sinisterra castillo juega como extremo izquierdo, extremo derecho en lanus",16530
jose luis sinisterra castillo,jose luis sinisterra castillo nació el 1998-07-23,16531
